wlobscd,agcnm,obsnm,addr,etcaddr,lon,lat,gdt,attwl,wrnwl,almwl,srswl,pfh,fstnyn,links,시도명
3003620,환경부,무주군(신촌농2교),전라북도 무주군,설천면 소천리 신촌농2교,127.79527777777777,36.00555555555555,289.594,1.7,3,3.7,4.3,293.99,N,[],전라북도
3003660,환경부,무주군(여의교),전라북도 무주군,무주읍 장백리 여의교(충청북도 영동군 용화면 여의리),127.71166666666667,36.03583333333333,205.966,2.4,4.1,5.2,6.2,212.15,N,[],전라북도
3003675,환경부,무주군(산성교),전라북도 무주군 적상면,북창리 433-4(산성교),127.69583333333334,35.98722222222222,213.794,2.7,3.3,3.9,4.5, ,N,[],전라북도
3003680,환경부,무주군(취수장),전라북도 무주군,무주읍 읍내리 무주상수도취수장,127.6738888888889,36.00888888888889,185.652,1.3,3,4,5.4,191.13,Y,[],전라북도
3003692,환경부,무주군(무명교),전라북도 무주군 무주읍,용포리 1435-27(무명교),127.63916666666667,35.98583333333333,186.79,3.3,3.8,4.3,4.8, ,N,[],전라북도
3004637,환경부,금산군(황풍교),충청남도 금산군 남일면,황풍리 960-21,127.5075,36.08166666666667,142.746,2,2.4,2.8,4.3,147.13,N,[],충청남도
3004640,환경부,금산군(제원대교),충청남도 금산군,제원면 저곡리 제원대교(충청남도 금산군 제원면 천내리),127.56722222222221,36.111111111111114,126.08,2.5,5,6,6.7,132.86,Y,[],충청남도
3004645,환경부,금산군(음대교),충청남도 금산군,남일면 음대리 음대교(충청남도 금산군 남일면 신천리),127.50222222222222,36.03,167.275,1.5,2.5,3,3.4,170.76,N,[],충청남도
3004680,환경부,영동군(영산교),충청북도 영동군,영동읍 계산리 영산교,127.7725,36.178888888888885,119.657,1.6,3.5,4,5.4,125.31,N,[],충청북도
3004685,환경부,영동군(초강교),충청북도 영동군,심천면 초강리 (구)초강교,127.71583333333334,36.211111111111116,97.811,2.8,4.8,6,7.2,105.03,N,[],충청북도
3004690,환경부,영동군(양강교),충청북도 영동군,심천면 고당리 양강교,127.70777777777778,36.21194444444445,97.008,3.2,5,6,7,104.05,Y,[],충청북도
3005670,환경부,영동군(금상교),충청북도 영동군,황간면 마산리 555 금상교,127.91027777777778,36.22527777777778,155.467,1.6,3,4,4.8,160.29,N,[],충청북도
3005675,환경부,영동군(백화교),충청북도 영동군,황간면 우매리 백화교,127.89666666666668,36.25972222222222,171.937,2.6,3.5,4.5,6,178,N,[],충청북도
3005690,환경부,영동군(심천교),충청북도 영동군,심천면 심천리 심천교,127.72166666666666,36.230555555555554,96.19,1.7,4,5.2,6.2,102.48,N,[],충청북도
3006680,한국수자원공사,옥천군(이원대교),충청북도 옥천군,이원면 원동리 241-1(이원대교),127.66777777777779,36.239444444444445,88.09,3.2,6.4,7.9,9.9, ,N,[],충청북도
3006690,환경부,옥천군((구)금강2교),충청북도 옥천군 동이면,적하리 17-4 (구)금강2교,127.64527777777778,36.28944444444444,79.506,4.7,7,9,12.8, ,N,[],충청북도
3007610,환경부,보은군(산성교),충청북도 보은군,보은읍 산성리 산성교,127.71833333333333,36.52027777777778,160.142,1.4,2.3,2.8,3.4,162.88,N,[],충청북도
3007620,환경부,보은군(이평교),충청북도 보은군,보은읍 이평리 이평교(충청북도 보은군 보은읍 교사리),127.7225,36.489444444444445,149.294,1.8,2.9,3.7,4.5,152.86,N,[],충청북도
3007640,환경부,보은군(탄부교),충청북도 보은군,탄부면 임한리 탄부교,127.81166666666667,36.43722222222222,135.201,1.7,2.7,3.4,3.9,139.17,N,[],충청북도
3007645,환경부,보은군(대양교),충청북도 보은군,탄부면 대양리 대양교,127.79805555555555,36.420833333333334,129.394,2.3,3.4,4.1,4.7,134.17,N,[],충청북도
3007650,환경부,보은군(기대교),충청북도 보은군,마로면 기대리 기대교,127.82083333333333,36.41583333333333,125.851,2.6,4.7,5.9,6.8,132.66,N,[],충청북도
3007660,환경부,옥천군(산계교),충청북도 옥천군,청성면 산계리 산계교,127.75805555555556,36.31722222222223,95.792,2.5,3.5,4.5,6.2,102.06,N,[],충청북도
3008605,환경부,금산군(원당교),충청남도 금산군 추부면,신평리 599,127.50277777777778,36.223888888888894,160.276,3.1,3.5,3.9,4.3, ,N,[],충청남도
3008630,환경부,옥천군(옥각교),충청북도 옥천군,옥천읍 옥각리 458-6 옥각교,127.55499999999999,36.3175,79.893,2.5,3,4,5.4,85.33,N,[],충청북도
3008670,환경부,금산군(제원교),충청남도 금산군,제원면 저곡리 639-1,127.55277777777778,36.111666666666665,126.512,2.8,4,5,6.4,133,N,[],충청남도
3008695,환경부,대전시(금강1교),대전광역시 대덕구,석봉동 금강1교 (충청북도 청원군 현도면 양지리),127.41666666666667,36.45472222222222,22.26,2.3,4,5,7.8,31.16,N,[],대전광역시
3009620,환경부,금산군(문암교),충청남도 금산군,복수면 신대리 문암교,127.37777777777777,36.225,97.419,2,2.5,3.2,4,100.72,N,[],충청남도
3009630,환경부,대전시(복수교),대전광역시 서구,복수동 복수교 (대전광역시시 중구 사정동),127.38444444444445,36.299166666666665,51.993,2.05,2.5,3.1,3.9,56.37,N,[],대전광역시
3009640,환경부,대전시(인창교),대전광역시 동구,인동 인창교 (대전광역시 중구 문창동),127.43444444444445,36.32361111111111,47.679,2.3,2.8,3.2,4.6,52.28,N,[],대전광역시
3009645,환경부,대전시(철갑교),대전광역시 동구,소제동 철갑교,127.43805555555556,36.335,49.629,.5,1.3,1.8,2.1,51.76,N,[],대전광역시
3009650,환경부,대전시(용촌교),대전광역시 서구,용촌동 용촌교,127.31611111111111,36.2475,72.409,2,2.5,3.1,3.9,75.85,N,[],대전광역시
3009655,환경부,대전시(두계교),대전광역시 유성구,방동 두계교 (충청남도 계룡시 두마면 두계리),127.27888888888889,36.26638888888889,91.983,2,2.5,3,3.9,95.98,N,[],대전광역시
3009665,환경부,대전시(가수원교),대전광역시 서구,가수원동 가수원교,127.35888888888888,36.306666666666665,47.883,2.8,3.2,3.6,4.4,52.21,N,[],대전광역시
3009670,환경부,대전시(만년교),대전광역시 서구,월평동 만년교 (대전광역시 유성구 봉명동),127.34972222222221,36.35166666666667,39.345,2.5,3.5,4.5,5,44.42,Y,[],대전광역시
3009673,환경부,대전시(한밭대교),대전광역시 서구,둔산동 한밭대교 (대전광역시 대덕구 오정동),127.40305555555557,36.356944444444444,33.438,3,3.8,4.8,5.4,39.25,N,[],대전광역시
3009675,환경부,대전시(대덕대교),대전광역시 유성구,도룡동 대덕대교 (대전광역시시 서구 만년동),127.37972222222221,36.373333333333335,34.065,1,1.5,2,4.5,38.25,N,[],대전광역시
3009680,환경부,대전시(원촌교),대전광역시 대덕구,대화동 원촌교 (대전광역시시 유성구 원촌동),127.41000000000001,36.37833333333333,31.191,2.7,4,4.5,5.7,36.23,Y,[],대전광역시
3009693,환경부,대전시(신구교),대전광역시 유성구,봉산동 신구교 (대전광역시시 대덕구 문평동),127.39333333333335,36.43722222222222,21.952,3.65,5,6.4,8.5,30.41,N,[],대전광역시
3009698,환경부,대전시(봉산동),대전광역시 유성구,봉산동 53,127.39444444444445,36.45138888888889,20.538,3.5,6,7.9,9.8,30.08,N,[],대전광역시
3010620,환경부,세종시(노호리),세종특별자치시,부강면 노호리 423,127.39555555555556,36.49277777777778,18.141,3.9,5.7,7.6,9.4,27.59,N,[],세종특별자치시
3010660,환경부,세종시(명학리),세종특별자치시,연동면 명학리 963,127.35749999999999,36.519999999999996,13.821,2.7,6,8,10.6,24.51,N,[],세종특별자치시
3011615,환경부,진천군(신정교),충청북도 진천군,진천읍 신정리 신정교(충청북도 진천군 진천읍 성석리),127.46222222222222,36.855000000000004,56.672,1.5,2,3,3.2,59.56,N,[],충청북도
3011617,환경부,진천군(금곡교),충청북도 진천군,초평면 용정리 금곡교,127.53166666666667,36.84666666666667,65.256,1.2,2.3,3,3.6,68.93,N,[],충청북도
3011620,환경부,진천군(가산교),충청북도 진천군,덕산면 인산리 가산교,127.47722222222222,36.87638888888889,52.144,2,3.9,4.5,6.1,58.26,N,[],충청북도
3011623,환경부,진천군(인산리),충청북도 진천군,충청북도 진천군 덕산읍 인산리 1266-1,127.50555555555556,36.865833333333335,49.547,2.6,4,5.5,6.4,56.49,N,[],충청북도
3011624,환경부,진천군(오갑교),충청북도 진천군,초평면 오갑리 오갑교(충청북도 진천군 초평면 중석리),127.50333333333333,36.845555555555556,47.438,3.2,4.8,5.8,7.9,55.37,N,[],충청북도
3011625,환경부,증평군(반탄교),충청북도 증평군,증평읍 초중리 반탄교,127.57222222222222,36.78388888888889,48.855,1.9,3,3.5,5.3,53.29,N,[],충청북도
3011630,환경부,청주시(여암교),충청북도 청주시,청원구 오창읍 여천리 여암교(충청북도 진천군 초평면),127.50972222222222,36.77194444444444,36.978,3.3,4,5,5.7,42.78,N,[],충청북도
3011635,환경부,청주시(팔결교),충청북도 청주시,청원구 외하동 팔결교(충청북도 청주시 청원구 오창읍 가곡리),127.47555555555556,36.71416666666667,30.121,4,5,6,7.7,37.44,N,[],충청북도
3011641,환경부,청주시(노동교),충청북도 청원군,가덕면 노동리 471-1 노동교,127.53222222222222,36.551944444444445,78.739,1.7,2.5,3.1,4,82.79,N,[],충청북도
3011643,환경부,청주시(용평교),충청북도 청주시,흥덕구 분평동 용평교,127.49722222222222,36.611666666666665,43.869,1.75,3.5,4.5,5.5,48.77,N,[],충청북도
3011645,환경부,청주시(흥덕교),충청북도 청주시,흥덕구 운천동 흥덕교,127.48138888888889,36.64666666666667,36.428,1.6,4,5,6,42.42,Y,[],충청북도
3011650,환경부,천안시(장산교),충청남도 천안시,수신면 장산리 장산교,127.29694444444445,36.74027777777778,48.97,2.5,3.5,4.5,5.7,54.12,N,[],충청남도
3011660,환경부,청주시(환희교),충청북도 청주시,흥덕구 옥산면 환희리 72-1,127.36166666666666,36.67444444444444,31.484,2.1,3.6,4.5,5.3,36.84,N,[],충청북도
3011665,환경부,청주시(미호천교),충청북도 청주시,흥덕구 강내면 탑연리 미호천교(충청북도 청주시 흥덕구 오송읍 궁평리),127.35055555555554,36.62305555555555,19.783,5,7,8,9.2,29.08,Y,[],충청북도
3011675,환경부,세종시(상조천교),세종특별자치시,조치원읍 신안리 상조천교 (충청북도 청원군 오송읍 상봉리),127.28777777777778,36.63611111111111,29.629,2,2.5,3.5,4.7,33.8,N,[],세종특별자치시
3011685,환경부,세종시(미호교),충청북도 청주시,흥덕구 오송읍 미호교(세종시 연동면 예양리),127.31638888888888,36.5825,18.253,3.3,4.5,5.5,8.9,27.1,N,[],충청북도
3011687,환경부,세종시(월암교),세종특별자치시,연서면 봉암리 월암교(세종특별자치시 연서면 월하리),127.28833333333333,36.57083333333334,19.86,3.3,4.5,5.5,7.1,26.33,N,[],세종특별자치시
3011695,환경부,세종시(월산교),세종특별자치시,연기면 세종리 23-3,127.31916666666666,36.525555555555556,12.496,5,7,8.5,12.3,24.89,N,[],세종특별자치시
3012602,환경부,세종시(햇무리교),세종특별자치시,연기면 세종리 햇무리교,127.29916666666666,36.49916666666667,10.272,8.1,8.5,11,13.7,24.03,Y,[],세종특별자치시
3012605,환경부,세종시(금남교),세종특별자치시,연기면 세종리 금남교,127.27083333333333,36.47777777777778,10.308,5.5,7.5,9.5,13.2,23.51,N,[],세종특별자치시
3012607,환경부,세종시(도암교),세종특별자치시,금남면 도암리 도암교,127.285,36.446666666666665,20.325,1.5,2,2.5,4,24.42,N,[],세종특별자치시
3012608,환경부,세종시(세종보하),세종특별자치시 연기면,세종리 학나래교,127.25833333333334,36.46944444444445,-.114,15,17.5,20.5,23.4,23.34,N,[],세종특별자치시
3012609,환경부,세종시(산봉교),세종특별자치시,장군면 봉안리 산봉교,127.23944444444444,36.47777777777778,18.064,2.7,3.5,4,6,24.13,N,[],세종특별자치시
3012612,환경부,공주시(마암리),충청남도 공주시,반포면 마암리(산 96-8번지 주변),127.2088888888889,36.434999999999995,9.318,3,6.7,9.1,11.4,20.77,N,[],충청남도
3012620,환경부,공주시(금강교),충청남도 공주시,금성동 금강교,127.12472222222222,36.467222222222226,5.623,6.3,9,11,12.8,18.48,Y,[],충청남도
3012625,환경부,공주시(오인교),충청남도 공주시,의당면 요룡리 오인교,127.12694444444443,36.527499999999996,18.093,2,3,4,4.7,22.85,N,[],충청남도
3012633,환경부,공주시(공주보상),충청남도 공주시,우성면 평목리 87,127.09861111111111,36.465,.083,13,14,15.9,17.6,17.72,N,[],충청남도
3012634,환경부,공주시(공주보하),충청남도 공주시,우성면 평목리 87,127.0961111111111,36.46083333333333,-.126,8,12.2,14.9,17.6,17.49,N,[],충청남도
3012635,환경부,공주시(국재교),충청남도 공주시,사곡면 화월리 국재교,127.04305555555555,36.48222222222223,14.177,3.4,5.1,6.1,7.8,22.01,N,[],충청남도
3012650,환경부,청양군(신흥리),충청남도 청양군,목면 신흥리(46-1번지 주변),127.02277777777778,36.397777777777776,2.063,8,8.7,10.9,13.1,15.19,N,[],충청남도
3012655,환경부,청양군(지천교),충청남도 청양군,청양읍 적누리 지천교(충청남도 청양군 청양읍 정좌리),126.79083333333332,36.42861111111111,77.052,1.4,2.6,3.3,4,81.08,N,[],충청남도
3012662,환경부,청양군(백제보상),충청남도 청양군,청남면 왕진리 77,126.95416666666667,36.32805555555556,-.017,7,8,9,13,13.02,N,[],충청남도
3012664,환경부,부여군(백제보하),충청남도 부여군,부여읍 정동리 산14-1,126.93555555555555,36.316111111111105,.045,4.7,8.1,10.3,12.4,12.54,N,[],충청남도
3012665,환경부,부여군(지천교),충청남도 부여군,은산면 회곡리 지천교,126.85888888888888,36.32611111111112,6.698,3.8,4.8,5.5,7.6,13.32,N,[],충청남도
3012674,환경부,부여군(송학교),충청남도 부여군,남면 송학리 송학교,126.80138888888888,36.22166666666667,4.158,3,5,7,8.6,12.78,N,[],충청남도
3012675,환경부,부여군(백제교),충청남도 부여군,규암면 규암리 백제교(충청남도 부여군 부여읍 구교리),126.89166666666668,36.27583333333333,.76,4.5,7.5,9,10.6,11.45,Y,[],충청남도
3012680,환경부,부여군(석동교),충청남도 부여군,장암리 석동리 석동교,126.88416666666667,36.2475,1.542,4.9,6.4,8.5,10.4,12.01,N,[],충청남도
3012681,환경부,논산시(석성천교),충청남도 논산시,광석면 득윤리 석성천교 (충청남도 부여군 석성면 증산리),127.03222222222222,36.23555555555556,4.099,2.5,8,11,14.2,18.3,N,[],충청남도
3012685,환경부,부여군(반조원리),충청남도 부여군,세도면 반조원리 549,126.97611111111111,36.19638888888888,-.001,5.2,6.3,7.8,9.3,9.35,N,[],충청남도
3012690,환경부,논산시(동성교),충청남도 논산시,성동면 우곤리 동성교 (충청남도 부여군 석성면 석성리),127.00666666666666,36.21,.532,4.1,6.4,8.1,9.7,10.25,N,[],충청남도
3013603,환경부,완주군(엄목1교),전라북도 완주군 운주면,완창리 643-3,127.26055555555556,36.10416666666667,62.335,1.7,2.7,3.7,4.7, ,N,[],전라북도
3013605,환경부,논산시(인천교),충청남도 논산시,양촌면 인천리 인천교,127.23583333333333,36.136944444444445,45.015,2.5,3,3.5,4.7,49.72,N,[],충청남도
3013630,환경부,논산시(주곡교),충청남도 논산시 상월면,주곡리 181-1,127.14500000000001,36.28111111111111,10.782,3.1,4.5,5.9,7.3, ,N,[],충청남도
3013665,환경부,논산시(풋개다리),충청남도 논산시,광석면 항월리,127.13,36.23361111111111,5.225,3.5,4.5,5.5,7.1,12.34,N,[],충청남도
3013670,환경부,논산시(논산대교),충청남도 논산시,대교동 논산대교,127.08027777777778,36.209722222222226,.96,3.65,6,7.5,9.4,10.38,Y,[],충청남도
3013685,환경부,논산시(제내교),충청남도 논산시,채운면 채운리 제내교,127.0375,36.14388888888889,1.07,3.5,6.5,8,8.5,9.57,N,[],충청남도
3014610,환경부,논산시(황산대교),충청남도 논산시,강경읍 황산리 황산대교 (충청남도 부여군 세도면 가회리),127.00722222222223,36.153888888888886,-1.131,5.5,7,8,9.7,8.65,Y,[],충청남도
3014650,환경부,부여군(입포리),충청남도 부여군,양화면 입포리 209-9,126.88333333333334,36.135,.354,2.9,4.4,5.6,6.6,6.96,N,[],충청남도
3014670,환경부,서천군(옥포리),충청남도 서천군,화양면 옥포리 528-8,126.78138888888888,36.03611111111111,-1.192,4,4.7,5.3,5.9,4.77,N,[],충청남도
3014680,환경부,서천군(북원교),충청남도 서천군,기산면 원길리 북원교,126.73083333333334,36.074444444444445,.347,1.7,4.6,5.8,6.9,7.31,N,[],충청남도
3101604,환경부,예산군(은사교),충청남도 예산군,광시면 용두리 은사교,126.7786111111111,36.56055555555555,20.066,2.5,3.5,4.5,5.5,25.65,N,[],충청남도
3101613,환경부,예산군(서계양교),충청남도 예산군,신양면 녹문리 서계양교,126.86,36.60638888888889,23.822,2.1,4.1,5.3,6.5,30.36,N,[],충청남도
3101625,환경부,예산군(예산대교),충청남도 예산군,예산읍 산성리 예산대교,126.82083333333333,36.68416666666666,4.861,3.4,4,5,6.1,11.06,Y,[],충청남도
3101630,환경부,예산군(신례원교),충청남도 예산군,신암면 종경리 신례원교,126.83,36.73305555555556,.704,3.8,4.6,5.7,6.8,7.53,N,[],충청남도
3101635,환경부,홍성군(삽교천교),충청남도 홍성군,홍성읍 구룡리 삽교천교(충청남도 홍성군 홍성읍 고암리),126.68555555555555,36.5925,18.46,2.7,3.2,4,4.8,23.27,N,[],충청남도
3101638,환경부,예산군(신리교),충청남도 예산군,삽교읍 신리 신리교,126.67083333333333,36.68805555555555,24.522,1.3,2,2.5,2.8,27.4,N,[],충청남도
3101640,환경부,예산군(충의대교),충청남도 예산군,삽교읍 두리 충의대교,126.73055555555555,36.68666666666666,5.828,3.5,5,6,6.8,12.68,N,[],충청남도
3101645,환경부,예산군(구만교),충청남도 예산군,고덕면 구만리 구만교(충청남도 예산군 신암면 별리),126.75444444444445,36.736111111111114,.818,3.3,5.6,7,8.4,9.24,N,[],충청남도
3101650,환경부,당진시(구양교),충청남도 당진군,합덕읍 옥금리 구양교 (충청남도 예산군 신암면 신택리),126.815,36.774166666666666,-.226,3.5,5.3,6.4,7.4,7.19,N,[],충청남도
3101655,환경부,천안시(신흥교),충청남도 천안시,동남구 광덕면 매당리 신흥교,127.11388888888888,36.70277777777778,45.147,2.5,3.3,3.9,4.5,49.67,N,[],충청남도
3101660,환경부,천안시(가송교),충청남도 천안시,풍세면 가송리 가송교,127.14361111111111,36.735,30.25,1.6,2.3,2.8,3.2,33.53,N,[],충청남도
3101670,환경부,아산시(휴대교),충청남도 아산시,배방면 휴대리 휴대교,127.11361111111111,36.780833333333334,18.102,2,3,4,5.3,23.41,N,[],충청남도
3101672,환경부,아산시(덕지리),충청남도 아산시,음봉면 덕지리 524,127.08388888888888,36.83083333333334,24.11,1.8,3.1,3.9,4.6,28.77,N,[],충청남도
3101673,환경부,아산시(새터교),충청남도 아산시,탕정면 호산리 새터교,127.08277777777778,36.808055555555555,17.42,2,2.7,3.4,4,21.49,N,[],충청남도
3101675,환경부,아산시(한내다리),충청남도 아산시,탕정면 갈산리 한내대교,127.05388888888889,36.790277777777774,7.9,4,4.5,5.5,6.9,14.88,N,[],충청남도
3101683,환경부,아산시(온천교),충청남도 아산시,신동 온천교,127.03222222222222,36.77472222222222,10.663,2.3,3.4,4.3,5.1,14.57,N,[],충청남도
3101685,환경부,아산시(충무교),충청남도 아산시,염치읍 석정리 충무교,127.00833333333334,36.797777777777775,5.943,3.4,4,5,6,11.98,Y,[],충청남도
3101690,환경부,아산시(강청교),충청남도 아산시,염치면 가덕리 강청교,126.93361111111112,36.82166666666667,1.136,3.5,3.9,5,6,7.21,N,[],충청남도
3101693,환경부,당진시(신촌리),충청남도 당진군,우강면 신촌리 107-119,126.8275,36.84777777777778,-1.245,4.3,4.8,5.7,6.6,5.38,N,[],충청남도
3101696,환경부,당진시(북창교),충청남도 당진군 순성면,중방리 150-4,126.76138888888889,36.852222222222224,1.018,3.5,4.5,5.5,6.5, ,N,[],충청남도
3201690,환경부,당진시(채운교),충청남도 당진군,당진시 우두동 채운교,126.61444444444444,36.905,1.192,2.5,4,5,6.2,7.4,N,[],충청남도
3203620,환경부,보령시(동대교),충청남도 보령시,동대동 동대교,126.59861111111111,36.34666666666667,3.079,1.8,2.5,3.5,4.1,7.23,N,[],충청남도
3203652,환경부,보령시(노천교),충청남도 보령시,웅천읍 노천리 노천교,126.59388888888888,36.23111111111111,-.544,2.5,3.8,5,6,5.47,N,[],충청남도
5001615,환경부,담양군(금월교),전라남도 담양군,담양읍 학동리 금월교 하류,127.01666666666667,35.33277777777778,53.59,1.5,2,2.5,3,3.65,N,[],전라남도
