,wlobscd,agcnm,obsnm,addr,etcaddr,lon,lat,gdt,attwl,wrnwl,almwl,srswl,pfh,fstnyn,links
554,2021640,환경부,청도군(원리),경상북도 청도군,청도읍 원리 988-1,128-45-46,35-37-11 ,53.27,1.8,3.8,4.8,5.58,5.8,N,[]
555,2021650,한국수자원공사,양산시(대리),경상남도 양산시,원동면 대리 995,128-58-50,35-28-45 ,221, , , , , ,N,[]
556,2021660,한국수자원공사,밀양시(밀양댐),경상남도 밀양시,단장면 고례리 산308-1,128-56-05,35-28-53 ,160, , , , , ,N,[]
557,2021665,환경부,밀양시(상동교),경상남도 밀양시,상동면 옥산리 141-2 (상동교),128-45-54,35-33-53 ,25.744,4,5.5,7.1,8.6, ,N,[]
558,2021670,환경부,밀양시(금곡리),경상남도 밀양시,산외면 금곡리 83-8 (금곡교 하류),128-50-20,35-30-31 ,31.494,4.4,5,5.5,7.81, ,N,[]
559,2021675,환경부,밀양시(용평동),경상남도 밀양시,용평동 963 (활성교 상류),128-46-44,35-29-40 ,11.15,1.7,3.5,4.5,6.06,6.06,Y,[]
560,2021677,환경부,밀양시(남천교),경상남도 밀양시,삼문동 377 (남천교),128-44-50,35-29-21 ,5.37,4.5,4.8,6.2,7.58,8.04,N,[]
561,2021680,기타,예림교,경상남도 밀양군,상남면    예림리    예림교 우안 3교각,128-46-50,35-28-00 ,3.02, , , , ,0,N,[]
562,2021685,환경부,밀양시(남포동),경상남도 밀양시,남포동 408,128-47-07,35-27-40 ,.046,3.5,7.3,9.5,11.64,11.21,N,[]
563,2021690,환경부,밀양시(삼상교),경상남도 밀양시,삼랑진읍 미전리 894-15 (삼상교),128-47-48,35-24-39 ,-.88,4.5,7.8,9.9,12.01,12.01,N,[]
564,2022610,환경부,밀양시(삼랑진교),경상남도 밀양시,삼랑진읍 삼랑리 854 (삼랑진교),128-49-18,35-22-57 ,-.828,4,5,7,11.67,11.57,Y,[]
565,2022620,기타,하단,부산광역시 서구,하단동,128-58-00,35-06-00 ,-2.637, , , , ,0,N,[]
566,2022640,환경부,김해시(월촌리),경상남도 김해시,대동면 월촌리 988,128-59-39,35-17-22 ,-.81,3.23,5.5,7,8.41,8.41,N,[]
567,2022655,환경부,양산시(효충교),경상남도 양산시,상북면 소토리 1287-47 (효충교),129-02-49,35-22-50 ,7.25,3.4,4.6,5.8,6.97,6.37,N,[]
568,2022660,환경부,양산시(양산교),경상남도 양산시,신기동 600 (양산교),129-02-10,35-21-27 ,4.26,2.4,4,5,6.31,6.31,N,[]
569,2022670,환경부,양산시(호포대교),경상남도 양산시,물금읍 증산리 136-4 (호포대교),129-00-41,35-17-22 ,-.98,3.25,5.8,7.2,8.59,8.59,N,[]
570,2022680,환경부,부산시(구포대교),부산광역시 북구,구포동 1065-1 (구포대교),128-59-37,35-12-13 ,-1.59,2.53,4,5,7.55,7.55,Y,[]
571,2022685,환경부,김해시(정천교),경상남도 김해시,명법동 1118 (정천교),128-50-02,35-12-20 ,-2.077,3.2,4.1,4.9,5.81, ,N,[]
572,2022690,환경부,부산시(강동교),부산광역시 강서구 죽림동,1069-2 (강동교),128-54-20,35-11-31 ,-6.46, , , , ,1.24,N,[]
573,2022696,한국수자원공사,부산시(낙동강하구언(내)),부산광역시 사하구,하단동 1149번지,128-57-02,35-06-28 , , ,0,0, ,0,N,[]
574,2022697,한국수자원공사,부산시(낙동강하구언(외)),부산광역시 사하구,하단동 1149번지,128-57-01,35-06-25 , , , , , ,0,N,[]
575,2101610,환경부,경주시(망성교),경상북도 경주시 배동,1125-152(망성교),129-12-02,35-47-17 ,39.53, , , , , ,N,[]
576,2101620,환경부,경주시(효현교),경상북도 경주시 효현동,1125-31(효현교),129-10-44,35-48-54 ,33.94,4.3,5.2,6.1,6.96, ,N,[]
577,2101625,환경부,경주시(서천교),경상북도 경주시,서악동 1491-1 (서천교),129-12-06,35-50-17 ,26.59,1.7,4,4.8,6.56,6.57,N,[]
578,2101632,한국농어촌공사,보문,경상북도 경주시 보문동,998-15,129-16-02,35-50-52 , , , , , , ,N,[]
579,2101650,환경부,경주시(모아리),경상북도 경주시,천북면 모아리 848,129-14-25,35-55-16 ,9.057,2.9,4,5.1,6.12, ,N,[]
580,2101668,환경부,경주시(달성교),경상북도 경주시,안강읍 노당리 1503 (달성교),129-14-18,36-03-07 ,19.313,2.4,3,3.6,4.16, ,N,[]
581,2101672,한국수자원공사,경주시(안계댐),경상북도 경주시 강동면 안계리 산10, ,129-16-08,36-00-36 , , , , , , ,N,[]
582,2101675,환경부,경주시(강동대교),경상북도 경주시,강동면 오금리 1046-1 (강동대교),129-15-55,35-58-52 ,.64,5.29,6.5,7.5,9.73,9.73,Y,[]
583,2101680,환경부,경주시(국당리),경상북도 경주시,강동면 국당리 산92,129-17-46,35-59-39 ,-1.138, ,0,0, , ,N,[]
584,2101690,환경부,포항시(형산교),경상북도 포항시,남구 해도동 229 ((신)형산교),129-22-19,36-00-41 ,-1.09,1.8,2.5,3,4.47,4.09,Y,[]
585,2201610,한국수자원공사,울산시(대곡댐),울산광역시 울주군 두동면 천전리 산82, ,129-10-25,35-37-14 , , , , , , ,N,[]
586,2201611,환경부,울산시(구수교),울산광역시 울주군 언양읍,반송리 1044-91(구수교),129-09-03,35-32-53 ,43.02,4,4.9,5.9,6.81, ,N,[]
587,2201613,한국수자원공사,울산시(대암교),울산광역시 울주군 언양읍 반천리 1023-45, ,129-11-00,35-32-58 , , , , , , ,N,[]
588,2201614,한국수자원공사,울산시(왕방교),울산광역시 울주군 삼동면,하잠리 왕방교,129-09-21,35-30-53 ,54.08, , , , , ,N,[]
589,2201615,한국수자원공사,울산시(대암댐),울산광역시 울주군 언양읍 구수리 산 189-2, ,129-10-53,35-32-37 , , , , , , ,N,[]
590,2201617,한국수자원공사,울산시(반구교),울산광역시 울주군 두동면,천전리 반구교,129-10-14,35-36-32 ,57.44, , , , , ,N,[]
591,2201625,한국수자원공사,울산시(사연댐),울산광역시 울주군 범서면 사연리 산 93-2, ,129-11-41,35-34-47 , , , , , , ,N,[]
592,2201630,환경부,울산시(사연교),울산광역시 울주군,범서읍 사연리 531-5 (사연교),129-12-16,35-34-21 ,15.319,3.3,4.2,4.9,6.23,4.23,N,[]
593,2201640,환경부,울산시(선바위교),울산광역시 울주군 범서읍,입암리 26-10 (선바위교),129-14-07,35-34-41 ,3.54,3.5,6,7.5,8.97,8.97,N,[]
594,2201650,환경부,척과,울산광역시 중구 다운동, ,129-15-00,35-34-00 ,1.592, , , , , ,N,[]
595,2201653,환경부,울산시(구영교),울산광역시 울주군,범서읍 구영리 1073-1 (구영교),129-14-55,35-33-41 ,1.911, , , , , ,N,[]
596,2201660,환경부,울산시(삼호교),울산광역시 남구,무거동 1035-1 (삼호교),129-16-31,35-33-14 ,-.22,1.7,4.5,6,7.9,7.9,N,[]
597,2201670,환경부,울산시(태화교),울산광역시 중구,성남동 337 (태화교),129-18-33,35-33-10 ,-1.08,3.5,4.5,5.5,6.78,6.48,Y,[]
598,2201685,환경부,울산시(신답교),울산광역시 북구 상안동,320-1 (신답교),129-20-48,35-37-47 ,16.63,3.75,4.2,4.8,5.39,5.39,N,[]
599,2201690,환경부,울산시(병영교),울산광역시 북구,진장동 1028 (병영교),129-21-07,35-34-36 ,2.437,3.74,4.3,5.5,6.68,6.75,N,[]
600,2301630,환경부,울산시(통천교),울산광역시 울주군,웅촌면 통천리 881-1 (통천교 상류),129-14-21,35-28-12 ,33.72,1.4,2,2.7,3.43,3.43,N,[]
601,2301640,한국수자원공사,울산시(선암댐),울산광역시 남구 선암동 236, ,129-19-51,35-31-01 , , , , , , ,N,[]
602,2301650,환경부,울산시(동천1교),울산광역시 울주군,온양읍 망양리 725-1 (동천1교),129-17-05,35-27-48 ,7.17,2.2,3,3.7,4.37,4.37,N,[]
603,2301670,환경부,울산시(덕신교),울산광역시 울주군 온산읍,덕신리 980-1(덕신교),129-18-17,35-26-03 ,-1.46,4.3,5.6,6.7,7.85,7.85,N,[]
604,2302640,환경부,부산시(동천교),부산광역시 금정구 금사동,14-3(동천교),129-07-06,35-13-03 ,-1.4, , , , ,7.45,N,[]
605,2302650,환경부,부산시(원동교),부산시 해운대구 반여동,1475-8,129-06-51,35-11-38 ,-2.41,3.3,4.6,5.4,6.14,6.14,N,[]
606,2302655,환경부,부산시(세병교),부산광역시 연제구 거제동,149-8 (세병교),129-04-58,35-11-48 ,-1.34, , , , ,5.62,N,[]
607,2302660,기타,독산,경상남도 진양군,내동면    독산리,128-04-00,35-10-00 ,20.314, , , , ,0,N,[]
608,2302690,환경부,부산시(다대포),부산광역시 사하구 다대동,(홍티1교),128-57-20,35-03-42 ,-1.43, , , , , ,N,[]
609,2302695,한국수자원공사,부산시(신평동),부산광역시 사하구,신평동 1번지,128-57-14,35-05-28 ,-.345, ,0,0, ,0,N,[]
610,2401613,환경부,울진군(올미골교),경상북도 울진군 울진읍,정림리 911-4(올미골교),129-19-31,37-01-51 ,49.838, , , , , ,N,[]
611,2401616,환경부,울진군(월변교),경상북도 울진군 울진읍,읍내리 105-12 (월변교),129-24-05,36-59-20 ,15.6, , , , ,7.84,N,[]
612,2401620,한국수자원공사,울진군(구산리),경상북도 울진군,근남면 구산리 450-4,129-22-23,36-57-06 ,7.96, , , , , ,N,[]
613,2401650,환경부,울진군(수산교),경상북도 울진군 근남면,노음리 322-2(수산교),129-23-52,36-57-53 ,-1.98,4.2,5.1,6,6.98,6.98,N,[]
614,2401690,환경부,영덕군(인량교),경상북도 영덕군 창수면,인량리 606-40(인량교),129-22-38,36-32-56 ,6.44,2.9,3.4,4,4.46,4.46,N,[]
615,2401691,한국농어촌공사,묘곡,경상북도 영덕군 영해면,묘곡리 114,129-21-17,36-31-35 , , , , , , ,N,[]
616,2402610,한국농어촌공사,용연,경상북도 포항시 북구,신광면 호리 93,129-18-03,36-07-08 , , , , , , ,N,[]
617,2402620,한국수자원공사,영덕군(대지리),경상북도 영덕군,달산면 대지리 881-13,129-18-27,36-23-35 ,55.84, , , , , ,N,[]
618,2402630,환경부,영덕군(영덕대교),경상북도 영덕군 영덕읍,남산리 875((구)영덕대교),129-22-24,36-24-09 ,3.66,2.8,3.7,4.5,5.34,5.34,N,[]
619,2403610,한국수자원공사,경주시(감포댐),경상북도 경주시 감포읍 오류리 산 16-2, ,129-30-38,35-50-07 ,100, , , , , ,N,[]
620,2501620,한국수자원공사,판문,경상남도 진주시,판문동,128-01-49,35-10-38 ,26.5, ,0,0, ,0,N,[]
621,2501640,한국수자원공사,제수문,경상남도 진주시,삼계,128-01-58,35-04-49 , , , , , , ,N,[]
622,2503620,한국수자원공사,거제시(연초댐),경상남도 거제시 연초면 덕치리, ,128-40-08,34-56-11 , , , , , , ,N,[]
623,2503625,한국수자원공사,거제시(죽전교),경상남도 거제시 연초면 죽토리, ,128-39-18,34-39-58 , , , , , , ,N,[]
624,2503640,한국수자원공사,거제시(구천댐),경상남도 거제시 동부면,구천리,128-38-09,34-49-21 ,0, , , , , ,N,[]
625,2503650,한국수자원공사,거제시(구천교),경상남도 거제시 동부면 구천리, ,128-38-10,34-48-54 , , , , , , ,N,[]
626,2504695,기타,명지,부산광역시 사하구,명지동,128-55-50,35-05-50 ,-1.372, , , , ,0,N,[]
627,3001603,한국농어촌공사,대곡,전라북도 장수군 장계면,대곡리 산25-07,127-37-30,35-42-02 , , , , , , ,N,[]
628,3001604,한국농어촌공사,천천,전라북도 장수군 천천면,남양리 산52,127-30-13,35-42-32 , , , , , , ,N,[]
629,3001605,환경부,장수군(운곡교),전라북도 장수군,천천면 삼고리 운곡교,127-31-51,35-43-17 ,342.567,1.5,2.7,3.5,4.2,346.78,N,[]
630,3001610,환경부,장수군(장계제2교),전라북도 장수군,장계면 장계리 장계교,127-34-59,35-43-49 ,345.488,1.5,2,2.5,5.9,351.42,N,[]
631,3001615,한국수자원공사,천천,전라북도 장수군,천천면 연평리 2222-15,127-31-48,35-47-09 ,273.5, , , , , ,N,[]
632,3001620,한국수자원공사,장수군(연화교),전라북도 장수군,천천  연평2222-15,127-31-38,35-47-19 ,273.5, , , , , ,N,[]
633,3001630,한국수자원공사,진안군(송대교),전라북도 진안군 진안읍,운산리 488-3,127-27-10,35-48-17 ,265.46, , , , , ,N,[]
634,3001640,한국수자원공사,진안군(성산리),전라북도 진안군,동향 성산 산193,127-32-41,35-49-59 ,291.5, , , , , ,N,[]
635,3001660,한국수자원공사,진안군(석정교),전라북도 진안군 정천면,월평리 1380,127-26-24,35-51-16 ,266.481, , , , , ,N,[]
636,3001680,한국수자원공사,주천,전라북도 진안군 주천면,주양리 634-6,127-25-58,35-58-03 ,270.861, , , , , ,N,[]
637,3001690,한국수자원공사,진안군(용담댐),전라북도 진안군,안천면 삼락리,127-31-40,35-56-36 ,222, , , , , ,N,[]
638,3001695,한국수자원공사,진안군(용담댐방수로),전라북도 진안군,안천면 삼락리 1159-2,127-31-33,35-56-44 ,204.3, , , , , ,N,[]
639,3002630,한국수자원공사,진안군(신용담교),전라북도 진안군,안천면 삼락리,127-31-31,35-57-06 ,0, , , , , ,N,[]
640,3002650,환경부,진안군(감동교),전라북도 진안군,용담면 송풍리 감동교,127-32-05,35-58-15 ,197.476,2.4,4.8,6.2,7.5,204.92,N,[]
641,3002655,환경부,무주군(대티교),전라북도 무주군,부남면 굴암리 대티교,127-34-39,35-59-38 ,183.952,1.5,3.3,4.2,5.7,189.7,N,[]
642,3003617,환경부,무주군(하두교),전라북도 무주군 설천면,두길리 2323(하두교),127-47-33,35-59-25 ,304.861,3,3.9,4.8,5.7, ,N,[]
643,3003620,환경부,무주군(신촌농2교),전라북도 무주군,설천면 소천리 신촌농2교,127-47-43,36-00-20 ,289.594,1.7,3,3.7,4.3,293.99,N,[]
644,3003660,환경부,무주군(여의교),전라북도 무주군,무주읍 장백리 여의교(충청북도 영동군 용화면 여의리),127-42-42,36-02-09 ,205.966,2.4,4.1,5.2,6.2,212.15,N,[]
645,3003675,환경부,무주군(산성교),전라북도 무주군 적상면,북창리 433-4(산성교),127-41-45,35-59-14 ,213.794,2.7,3.3,3.9,4.5, ,N,[]
646,3003680,환경부,무주군(취수장),전라북도 무주군,무주읍 읍내리 무주상수도취수장,127-40-26,36-00-32 ,185.652,1.3,3,4,5.4,191.13,Y,[]
647,3003692,환경부,무주군(무명교),전라북도 무주군 무주읍,용포리 1435-27(무명교),127-38-21,35-59-09 ,186.79,3.3,3.8,4.3,4.8, ,N,[]
648,3004610,환경부,수통,충청남도 금산,부리  수통,127-35-52,36-02-48 ,147.23, , , , , ,N,[]
649,3004620,한국수자원공사,금산군(적벽교),충청남도 금산군,부리면 수통리 428,127-35-37,36-02-56 ,146.13, , , , , ,N,[]
650,3004637,환경부,금산군(황풍교),충청남도 금산군 남일면,황풍리 960-21,127-30-27,36-04-54 ,142.746,2,2.4,2.8,4.3,147.13,N,[]
651,3004640,환경부,금산군(제원대교),충청남도 금산군,제원면 저곡리 제원대교(충청남도 금산군 제원면 천내리),127-34-02,36-06-40 ,126.08,2.5,5,6,6.7,132.86,Y,[]
652,3004645,환경부,금산군(음대교),충청남도 금산군,남일면 음대리 음대교(충청남도 금산군 남일면 신천리),127-30-08,36-01-48 ,167.275,1.5,2.5,3,3.4,170.76,N,[]
653,3004650,한국수자원공사,영동군(호탄리),충청북도 영동군,양산면 호탄리 산15-1,127-39-00,36-07-55 ,113.96, , , , , ,N,[]
654,3004680,환경부,영동군(영산교),충청북도 영동군,영동읍 계산리 영산교,127-46-21,36-10-44 ,119.657,1.6,3.5,4,5.4,125.31,N,[]
655,3004685,환경부,영동군(초강교),충청북도 영동군,심천면 초강리 (구)초강교,127-42-57,36-12-40 ,97.811,2.8,4.8,6,7.2,105.03,N,[]
656,3004690,환경부,영동군(양강교),충청북도 영동군,심천면 고당리 양강교,127-42-28,36-12-43 ,97.008,3.2,5,6,7,104.05,Y,[]
657,3005620,기타,강창2,경상북도 선산군,도개면    신림동,128-20-00,36-16-00 ,0, , , , ,0,N,[]
658,3005670,환경부,영동군(금상교),충청북도 영동군,황간면 마산리 555 금상교,127-54-37,36-13-31 ,155.467,1.6,3,4,4.8,160.29,N,[]
659,3005675,환경부,영동군(백화교),충청북도 영동군,황간면 우매리 백화교,127-53-48,36-15-35 ,171.937,2.6,3.5,4.5,6,178,N,[]
660,3005680,한국수자원공사,영동군(율리),충청북도 영동군,용산면 율리 676-1,127-48-18,36-13-47 ,120.8, , , , , ,N,[]
661,3005681,기타,송천,충청북도 영동,용산율  송천교,127-48-19,36-13-25 ,118.941, , , , , ,N,[]
662,3005690,환경부,영동군(심천교),충청북도 영동군,심천면 심천리 심천교,127-43-18,36-13-50 ,96.19,1.7,4,5.2,6.2,102.48,N,[]
663,3006650,환경부,이원,충청북도 옥천군,이원면 원동리 이원대교,127-40-17,36-14-15 ,88.274, , , , , ,N,[]
664,3006675,기타,옥천,충청북도 옥천군,동이면    적하리,127-39-00,36-16-00 ,83.499, , , , , ,N,[]
665,3006680,한국수자원공사,옥천군(이원대교),충청북도 옥천군,이원면 원동리 241-1(이원대교),127-40-04,36-14-22 ,88.09,3.2,6.4,7.9,9.9, ,N,[]
666,3006690,환경부,옥천군((구)금강2교),충청북도 옥천군 동이면,적하리 17-4 (구)금강2교,127-38-43,36-17-22 ,79.506,4.7,7,9,12.8, ,N,[]
667,3007606,한국수자원공사,두평,충청북도 보은군,내북면 두평리 326-1,127-41-39,36-32-17 ,197.2, , , , , ,N,[]
668,3007610,환경부,보은군(산성교),충청북도 보은군,보은읍 산성리 산성교,127-43-06,36-31-13 ,160.142,1.4,2.3,2.8,3.4,162.88,N,[]
669,3007612,기타,산성교(지), , ,127-43-14,36-31-03 ,273.5, , , , , ,N,[]
670,3007620,환경부,보은군(이평교),충청북도 보은군,보은읍 이평리 이평교(충청북도 보은군 보은읍 교사리),127-43-21,36-29-22 ,149.294,1.8,2.9,3.7,4.5,152.86,N,[]
671,3007622,기타,이평교(지), , ,127-43-30,36-29-12 ,273.5, , , , , ,N,[]
672,3007626,한국농어촌공사,보청,충청북도 보은군 수한면,병원리 산60-21,127-40-29,36-28-38 , , , , , , ,N,[]
673,3007637,한국농어촌공사,비룡,충청북도 보은군 장안면,서원리 산5,127-50-21,36-29-20 , , , , , , ,N,[]
674,3007640,환경부,보은군(탄부교),충청북도 보은군,탄부면 임한리 탄부교,127-48-42,36-26-14 ,135.201,1.7,2.7,3.4,3.9,139.17,N,[]
675,3007642,기타,탄부교(지), , ,127-48-51,36-26-04 ,273.5, , , , , ,N,[]
676,3007645,환경부,보은군(대양교),충청북도 보은군,탄부면 대양리 대양교,127-47-53,36-25-15 ,129.394,2.3,3.4,4.1,4.7,134.17,N,[]
677,3007650,환경부,보은군(기대교),충청북도 보은군,마로면 기대리 기대교,127-49-15,36-24-57 ,125.851,2.6,4.7,5.9,6.8,132.66,N,[]
678,3007652,기타,기대교(지), , ,127-49-25,36-24-42 , , , , , , ,N,[]
679,3007655,한국수자원공사,옥천군(대성1교),충청북도 옥천군 청산면,대성리 대성1교,127-49-03,36-22-13 ,113.89, , , , , ,N,[]
680,3007660,환경부,옥천군(산계교),충청북도 옥천군,청성면 산계리 산계교,127-45-29,36-19-02 ,95.792,2.5,3.5,4.5,6.2,102.06,N,[]
681,3007662,기타,산계교(지), , ,127-45-38,36-18-52 ,106.398, , , , , ,N,[]
682,3007670,한국수자원공사,옥천군(산계리),충청북도 옥천군,청성면 산계리 3구 산62,127-44-07,36-18-50 ,92.02, , , , , ,N,[]
683,3008605,환경부,금산군(원당교),충청남도 금산군 추부면,신평리 599,127-30-10,36-13-26 ,160.276,3.1,3.5,3.9,4.3, ,N,[]
684,3008630,환경부,옥천군(옥각교),충청북도 옥천군,옥천읍 옥각리 458-6 옥각교,127-33-18,36-19-03 ,79.893,2.5,3,4,5.4,85.33,N,[]
685,3008670,환경부,금산군(제원교),충청남도 금산군,제원면 저곡리 639-1,127-33-10,36-06-42 ,126.512,2.8,4,5,6.4,133,N,[]
686,3008680,한국수자원공사,대전시(대청조정지댐),대전광역시 대덕구,용호동 천426-1,127-27-08,36-26-59 ,33, , , , , ,N,[]
687,3008685,한국수자원공사,청주시(대청댐방수로),충청북도 청원군,문의면 덕유리 629-10,127-28-47,36-28-39 ,27, , , , , ,N,[]
688,3008690,한국수자원공사,청주시(대청댐),충청북도 청원군,문의면 덕유리 629-10,127-28-50,36-28-43 ,60, , , , , ,N,[]
689,3008695,환경부,대전시(금강1교),대전광역시 대덕구,석봉동 금강1교 (충청북도 청원군 현도면 양지리),127-25-00,36-27-17 ,22.26,2.3,4,5,7.8,31.16,N,[]
690,3009620,환경부,금산군(문암교),충청남도 금산군,복수면 신대리 문암교,127-22-40,36-13-30 ,97.419,2,2.5,3.2,4,100.72,N,[]
691,3009630,환경부,대전시(복수교),대전광역시 서구,복수동 복수교 (대전광역시시 중구 사정동),127-23-04,36-17-57 ,51.993,2.05,2.5,3.1,3.9,56.37,N,[]
692,3009640,환경부,대전시(인창교),대전광역시 동구,인동 인창교 (대전광역시 중구 문창동),127-26-04,36-19-25 ,47.679,2.3,2.8,3.2,4.6,52.28,N,[]
693,3009645,환경부,대전시(철갑교),대전광역시 동구,소제동 철갑교,127-26-17,36-20-06 ,49.629,.5,1.3,1.8,2.1,51.76,N,[]
694,3009650,환경부,대전시(용촌교),대전광역시 서구,용촌동 용촌교,127-18-58,36-14-51 ,72.409,2,2.5,3.1,3.9,75.85,N,[]
695,3009655,환경부,대전시(두계교),대전광역시 유성구,방동 두계교 (충청남도 계룡시 두마면 두계리),127-16-44,36-15-59 ,91.983,2,2.5,3,3.9,95.98,N,[]
696,3009665,환경부,대전시(가수원교),대전광역시 서구,가수원동 가수원교,127-21-32,36-18-24 ,47.883,2.8,3.2,3.6,4.4,52.21,N,[]
697,3009670,환경부,대전시(만년교),대전광역시 서구,월평동 만년교 (대전광역시 유성구 봉명동),127-20-59,36-21-06 ,39.345,2.5,3.5,4.5,5,44.42,Y,[]
698,3009673,환경부,대전시(한밭대교),대전광역시 서구,둔산동 한밭대교 (대전광역시 대덕구 오정동),127-24-11,36-21-25 ,33.438,3,3.8,4.8,5.4,39.25,N,[]
699,3009675,환경부,대전시(대덕대교),대전광역시 유성구,도룡동 대덕대교 (대전광역시시 서구 만년동),127-22-47,36-22-24 ,34.065,1,1.5,2,4.5,38.25,N,[]
700,3009680,환경부,대전시(원촌교),대전광역시 대덕구,대화동 원촌교 (대전광역시시 유성구 원촌동),127-24-36,36-22-42 ,31.191,2.7,4,4.5,5.7,36.23,Y,[]
701,3009693,환경부,대전시(신구교),대전광역시 유성구,봉산동 신구교 (대전광역시시 대덕구 문평동),127-23-36,36-26-14 ,21.952,3.65,5,6.4,8.5,30.41,N,[]
702,3009698,환경부,대전시(봉산동),대전광역시 유성구,봉산동 53,127-23-40,36-27-05 ,20.538,3.5,6,7.9,9.8,30.08,N,[]
703,3010620,환경부,세종시(노호리),세종특별자치시,부강면 노호리 423,127-23-44,36-29-34 ,18.141,3.9,5.7,7.6,9.4,27.59,N,[]
704,3010660,환경부,세종시(명학리),세종특별자치시,연동면 명학리 963,127-21-27,36-31-12 ,13.821,2.7,6,8,10.6,24.51,N,[]
705,3011607,한국농어촌공사,맹동,충청북도 음성군 맹동면,통동리 152,127-34-11,36-53-47 , , , , , , ,N,[]
706,3011612,한국농어촌공사,백곡,충청북도 진천군 진천읍,건송리 산 106-13,127-24-33,36-52-07 , , , , , , ,N,[]
707,3011615,환경부,진천군(신정교),충청북도 진천군,진천읍 신정리 신정교(충청북도 진천군 진천읍 성석리),127-27-44,36-51-18 ,56.672,1.5,2,3,3.2,59.56,N,[]
708,3011617,환경부,진천군(금곡교),충청북도 진천군,초평면 용정리 금곡교,127-31-54,36-50-48 ,65.256,1.2,2.3,3,3.6,68.93,N,[]
709,3011620,환경부,진천군(가산교),충청북도 진천군,덕산면 인산리 가산교,127-28-38,36-52-35 ,52.144,2,3.9,4.5,6.1,58.26,N,[]
710,3011623,환경부,진천군(인산리),충청북도 진천군,충청북도 진천군 덕산읍 인산리 1266-1,127-30-20,36-51-57 ,49.547,2.6,4,5.5,6.4,56.49,N,[]
711,3011624,환경부,진천군(오갑교),충청북도 진천군,초평면 오갑리 오갑교(충청북도 진천군 초평면 중석리),127-30-12,36-50-44 ,47.438,3.2,4.8,5.8,7.9,55.37,N,[]
712,3011625,환경부,증평군(반탄교),충청북도 증평군,증평읍 초중리 반탄교,127-34-20,36-47-02 ,48.855,1.9,3,3.5,5.3,53.29,N,[]
713,3011627,한국농어촌공사,미호,충청북도 진천군 초평면,화산리 134,127-29-53,36-49-01 , , , , , , ,N,[]
714,3011630,환경부,청주시(여암교),충청북도 청주시,청원구 오창읍 여천리 여암교(충청북도 진천군 초평면),127-30-35,36-46-19 ,36.978,3.3,4,5,5.7,42.78,N,[]
715,3011635,환경부,청주시(팔결교),충청북도 청주시,청원구 외하동 팔결교(충청북도 청주시 청원구 오창읍 가곡리),127-28-32,36-42-51 ,30.121,4,5,6,7.7,37.44,N,[]
716,3011641,환경부,청주시(노동교),충청북도 청원군,가덕면 노동리 471-1 노동교,127-31-56,36-33-07 ,78.739,1.7,2.5,3.1,4,82.79,N,[]
717,3011643,환경부,청주시(용평교),충청북도 청주시,흥덕구 분평동 용평교,127-29-50,36-36-42 ,43.869,1.75,3.5,4.5,5.5,48.77,N,[]
718,3011645,환경부,청주시(흥덕교),충청북도 청주시,흥덕구 운천동 흥덕교,127-28-53,36-38-48 ,36.428,1.6,4,5,6,42.42,Y,[]
719,3011650,환경부,천안시(장산교),충청남도 천안시,수신면 장산리 장산교,127-17-49,36-44-25 ,48.97,2.5,3.5,4.5,5.7,54.12,N,[]
720,3011657,한국농어촌공사,오창,충청북도 청주시 청원구 오창읍,성산리 352-1,127-24-29,36-44-03 , , , , , , ,N,[]
721,3011660,환경부,청주시(환희교),충청북도 청주시,흥덕구 옥산면 환희리 72-1,127-21-42,36-40-28 ,31.484,2.1,3.6,4.5,5.3,36.84,N,[]
722,3011665,환경부,청주시(미호천교),충청북도 청주시,흥덕구 강내면 탑연리 미호천교(충청북도 청주시 흥덕구 오송읍 궁평리),127-21-02,36-37-23 ,19.783,5,7,8,9.2,29.08,Y,[]
723,3011675,환경부,세종시(상조천교),세종특별자치시,조치원읍 신안리 상조천교 (충청북도 청원군 오송읍 상봉리),127-17-16,36-38-10 ,29.629,2,2.5,3.5,4.7,33.8,N,[]
724,3011685,환경부,세종시(미호교),충청북도 청주시,흥덕구 오송읍 미호교(세종시 연동면 예양리),127-18-59,36-34-57 ,18.253,3.3,4.5,5.5,8.9,27.1,N,[]
725,3011686,한국농어촌공사,용암,세종특별자치시 연서면,고복리 산54-11,127-14-52,36-36-35 , , , , , , ,N,[]
726,3011687,환경부,세종시(월암교),세종특별자치시,연서면 봉암리 월암교(세종특별자치시 연서면 월하리),127-17-18,36-34-15 ,19.86,3.3,4.5,5.5,7.1,26.33,N,[]
727,3011695,환경부,세종시(월산교),세종특별자치시,연기면 세종리 23-3,127-19-09,36-31-32 ,12.496,5,7,8.5,12.3,24.89,N,[]
728,3012602,환경부,세종시(햇무리교),세종특별자치시,연기면 세종리 햇무리교,127-17-57,36-29-57 ,10.272,8.1,8.5,11,13.7,24.03,Y,[]
729,3012604,한국수자원공사,나성, ,충청남도 연기군 남면 나성리 나성교,127-16-27,36-28-48 , , , , , , ,N,[]
730,3012605,환경부,세종시(금남교),세종특별자치시,연기면 세종리 금남교,127-16-15,36-28-40 ,10.308,5.5,7.5,9.5,13.2,23.51,N,[]
731,3012606,기타,세종보(상),세종특별자치시,연기면 세종리 금남교,127-16-15,36-28-39 ,10.928, , , , , ,N,[]
